normalisation_cts,signal_cts,normalised_cts,t (taus),T (temp),f_B (detuning),mw_pulse_duration,N (normalisation during p0 and p1),R (repetitions),P_cl_0,P_cl_1,phi (phase offset between pulses),P_cl
36911,26221,0.710384607,0,27.19636536,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.00704666
36742,26142,0.711502016,1.96E-08,27.19438171,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.007057744
46404,32948,0.710025132,3.92E-08,27.19636536,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.007043094
37602,25596,0.680708647,5.88E-08,27.1990509,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006752289
36903,24818,0.672520041,7.83E-08,27.20152283,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006671063
36745,24200,0.658593178,9.79E-08,27.20127869,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006532915
36970,23502,0.635704815,1.18E-07,27.20381165,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006305874
36619,22852,0.624047816,1.37E-07,27.20027161,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006190242
37268,22065,0.592063069,1.76E-07,27.20201111,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.00587297
47042,28322,0.602057874,1.96E-07,27.20304871,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005972113
38522,22472,0.583355129,2.15E-07,27.20439148,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005786591
36910,21329,0.577865243,2.35E-07,27.20524597,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005732134
37837,21943,0.579935133,2.94E-07,27.20350647,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005752667
46861,28089,0.59941113,3.13E-07,27.20628357,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005945859
36537,23317,0.638175189,3.92E-07,27.20497131,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006330379
38109,24470,0.642105699,4.11E-07,27.2068634,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006369367
36434,23801,0.653263628,4.31E-07,27.20417786,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006480049
37203,25853,0.694917262,4.90E-07,27.2035675,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006893232
37390,25688,0.687028825,5.88E-07,27.20411682,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006814982
36375,23255,0.639312863,6.85E-07,27.20246887,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006341664
37244,21642,0.581087053,7.83E-07,27.20280457,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005764093
38362,22436,0.584849715,8.03E-07,27.20332336,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005801417
37338,22031,0.590042472,8.81E-07,27.20201111,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.005852926
44804,30160,0.673154354,9.79E-07,27.20048523,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006677355
37154,25936,0.698067665,1.08E-06,27.20246887,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006924482
36488,24980,0.684608817,1.10E-06,27.20201111,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006790977
46312,32117,0.693492115,1.18E-06,27.20219421,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006879095
37105,23282,0.627462804,1.49E-06,27.20179749,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006224117
36486,22772,0.624129951,2.00E-06,27.20085144,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006191057
46428,31190,0.671793044,2.72E-06,27.19987488,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006663851
36893,23395,0.634131312,3.68E-06,27.19804382,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006290266
37771,24276,0.642715454,4.99E-06,27.201828,1842831.582,2.10E-07,49597.5,5000000,0.007188412,0.005553942,38,0.006375416
50270,35303,0.702267885,0,27.20088196,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006575124
48825,34461,0.705806613,1.96E-08,27.20140076,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006608256
49873,35812,0.71806401,3.92E-08,27.20271301,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006723018
48694,34708,0.712777913,5.88E-08,27.20158386,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006673526
49265,35102,0.712514102,7.83E-08,27.19895935,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006671056
50220,34912,0.69518137,9.79E-08,27.19691467,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006508775
49414,34292,0.693973482,1.18E-07,27.19767761,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006497466
49615,33950,0.684269011,1.37E-07,27.20014954,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006406605
48406,32121,0.663574874,1.76E-07,27.19984436,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006212852
48319,31035,0.642294049,1.96E-07,27.20298767,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006013606
48984,31463,0.642311931,2.15E-07,27.20506287,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006013774
49874,30948,0.62052387,2.35E-07,27.20350647,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005809779
49278,29067,0.589857638,2.94E-07,27.20680237,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.00552266
49338,28461,0.576857686,3.13E-07,27.20219421,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005400945
48828,28109,0.575673938,3.92E-07,27.20307922,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005389862
49808,29347,0.589202642,4.11E-07,27.20188904,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005516528
49654,29775,0.599649668,4.31E-07,27.1999054,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.00561434
49746,30815,0.619446933,4.90E-07,27.20152283,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005799696
49706,34008,0.684183121,5.88E-07,27.20045471,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006405801
49445,34319,0.694084466,6.85E-07,27.1999054,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006498505
49369,33353,0.675586045,7.83E-07,27.20109558,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006325309
49572,32766,0.660978079,8.03E-07,27.19804382,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006188539
49245,30734,0.624104083,8.81E-07,27.19837952,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005843299
49294,29005,0.58840847,9.79E-07,27.19883728,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005509092
49694,29941,0.602507472,1.08E-06,27.19407654,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005641097
49529,31028,0.626461387,1.10E-06,27.19487,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.00586537
50462,33335,0.660596251,1.18E-06,27.19316101,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006184965
48834,31043,0.635684311,1.49E-06,27.19749451,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005951721
48540,32491,0.669365585,2.00E-06,27.19755554,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006267069
50303,32397,0.644037247,2.72E-06,27.19810486,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006029928
49523,31369,0.633422971,3.68E-06,27.20024109,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.005930549
49501,31761,0.641623557,4.99E-06,27.20063782,1640400.244,2.10E-07,46813.5,5000000,0.006729553,0.005334472,16,0.006007329
50660,32686,0.645203471,0,27.20051575,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006401257
50720,32148,0.633832932,1.96E-08,27.20036316,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006288447
51113,31341,0.613170922,3.92E-08,27.1999054,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006083453
49774,30152,0.605778217,5.88E-08,27.19715881,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006010107
52084,30575,0.587032616,7.83E-08,27.1985321,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005824127
50717,29627,0.584163189,9.79E-08,27.1973114,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005795658
51731,29946,0.578879297,1.18E-07,27.19798279,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005743235
50772,29705,0.585066676,1.37E-07,27.19865417,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005804622
51327,30035,0.585169733,1.76E-07,27.2000885,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005805644
50974,30289,0.594205022,1.96E-07,27.20115662,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005895286
51608,30743,0.59570235,2.15E-07,27.20384216,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005910142
50826,31630,0.6223194,2.35E-07,27.20195007,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006174217
50897,33509,0.658369005,2.94E-07,27.2013092,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006531876
50583,34790,0.687780619,3.13E-07,27.20158386,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006823678
50453,35547,0.704556882,3.92E-07,27.20079041,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.00699012
51710,36722,0.710152924,4.11E-07,27.20021057,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.00704564
50852,36097,0.70984441,4.31E-07,27.2035675,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.007042579
51261,34749,0.677883923,4.90E-07,27.20314026,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.00672549
51885,32274,0.622029603,5.88E-07,27.20246887,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006171342
50568,29555,0.584460616,6.85E-07,27.20262146,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.005798609
51366,32529,0.633278966,7.83E-07,27.20002747,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006282951
50974,32823,0.643916607,8.03E-07,27.19810486,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.00638849
51135,35248,0.689312756,8.81E-07,27.19883728,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006838879
51297,35744,0.696805,9.79E-07,27.19773865,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006913211
51992,34133,0.656504989,1.08E-06,27.19761658,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006513383
51695,33612,0.6501984,1.10E-06,27.19630432,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006450813
50426,31138,0.617499053,1.18E-06,27.19895935,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006126393
51343,35182,0.685234725,1.49E-06,27.19758606,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006798419
50817,34144,0.671901286,2.00E-06,27.19889832,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006666134
51400,33741,0.656439841,2.72E-06,27.19773865,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006512737
51401,33289,0.647633433,3.68E-06,27.1999054,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006425366
51526,33399,0.648197174,4.99E-06,27.19966125,1894162.76,2.10E-07,49606.5,5000000,0.007177867,0.005578449,111,0.006430959
50293,30676,0.609945834,0,27.20100403,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006131237
51000,31044,0.608705997,1.96E-08,27.20246887,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006118774
50470,30187,0.598117828,3.92E-08,27.20179749,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00601234
50835,29671,0.583672762,5.88E-08,27.20243835,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.005867137
51543,30259,0.587063372,7.83E-08,27.19996643,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00590122
51373,30640,0.596422374,9.79E-08,27.20091248,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.005995297
50609,30526,0.603173494,1.18E-07,27.20289612,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00606316
51204,31840,0.62182653,1.37E-07,27.20243835,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006250662
51728,33911,0.655563831,1.76E-07,27.20384216,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006589793
51456,34442,0.669348717,1.96E-07,27.20396423,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00672836
50604,34799,0.687673032,2.15E-07,27.20329285,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006912558
51658,36371,0.704073071,2.35E-07,27.20069885,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.007077413
51611,36560,0.708376288,2.94E-07,27.19721985,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.007120669
50833,35931,0.706844091,3.13E-07,27.19715881,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.007105267
51972,32908,0.633187234,3.92E-07,27.19398499,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006364861
51904,32267,0.621667027,4.11E-07,27.19395447,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006249059
50474,31118,0.616515577,4.31E-07,27.19630432,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006197276
50538,30276,0.599074066,4.90E-07,27.19743347,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006021952
51721,34769,0.672241569,5.88E-07,27.19935608,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006757439
51691,36667,0.70934993,6.85E-07,27.1985321,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.007130456
51441,33205,0.645496905,7.83E-07,27.19960022,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006488599
51937,32337,0.622619808,8.03E-07,27.19996643,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006258637
51589,31586,0.612262428,8.81E-07,27.19898987,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006154523
50545,33480,0.662380159,9.79E-07,27.19871521,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006658312
51815,35989,0.694567323,1.08E-06,27.1999054,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00698186
51581,35825,0.694538832,1.10E-06,27.20051575,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006981574
50900,33526,0.658664167,1.18E-06,27.19859314,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006620958
52190,35811,0.686166048,1.49E-06,27.19871521,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00689741
52145,33042,0.633656263,2.00E-06,27.1973114,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006369576
51311,33703,0.656837821,2.72E-06,27.19737244,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006602599
51824,33275,0.642077148,3.68E-06,27.19816589,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.006454224
51420,33686,0.655114889,4.99E-06,27.19825745,2585443.306,2.10E-07,50260.5,5000000,0.007305037,0.005684431,77,0.00658528
41488,29734,0.716689348,0,27.1966095,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.00720667
43868,31278,0.713002801,1.96E-08,27.19551086,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.0071696
42312,30527,0.721473992,3.92E-08,27.19468689,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007254782
42439,29817,0.702585042,5.88E-08,27.1955719,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007064844
44504,31016,0.696926296,7.83E-08,27.19538879,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007007942
43515,30594,0.703068078,9.79E-08,27.19813538,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007069701
43124,30032,0.696410537,1.18E-07,27.19828796,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007002756
42353,29649,0.700045049,1.37E-07,27.1990509,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007039303
42837,29415,0.686672926,1.76E-07,27.1990509,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.00690484
42941,29115,0.678023517,1.96E-07,27.20042419,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006817865
43244,28970,0.66991967,2.15E-07,27.20033264,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006736377
43792,29181,0.666354716,2.35E-07,27.20027161,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.00670053
42623,27406,0.642986357,2.94E-07,27.20030212,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006465549
42709,27571,0.64555496,3.13E-07,27.19859314,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006491378
43073,25997,0.603556871,3.92E-07,27.20109558,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006069066
43808,26254,0.599297047,4.11E-07,27.20368958,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006026231
43343,25768,0.594513655,4.31E-07,27.20091248,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.005978132
44010,25696,0.583867431,4.90E-07,27.20344543,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.005871079
44161,25256,0.571907461,5.88E-07,27.20158386,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.005750815
42517,25251,0.59390378,6.85E-07,27.20335388,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.005971999
43498,27118,0.623431087,7.83E-07,27.20140076,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006268911
43162,27399,0.634794652,8.03E-07,27.19923401,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006383178
43553,29172,0.669804752,8.81E-07,27.19764709,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006735222
42701,29210,0.684059083,9.79E-07,27.19926453,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006878556
43728,29761,0.680593848,1.08E-06,27.20103455,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006843711
42761,30092,0.703725517,1.10E-06,27.20109558,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.007076312
42669,29421,0.68951714,1.18E-06,27.19947815,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.00693344
43350,26910,0.620761395,1.49E-06,27.19642639,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006242066
44035,29107,0.660997093,2.00E-06,27.19752502,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006646656
43538,28274,0.649409831,2.72E-06,27.19728088,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006530141
44058,28187,0.639770448,3.68E-06,27.19657898,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006433212
43482,28348,0.651948094,4.99E-06,27.20027161,37606.031,2.10E-07,50277.5,5000000,0.00727328,0.005712324,102,0.006555664
50429,35567,0.705288768,0,27.1966095,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.007052112
49396,34839,0.705300152,1.96E-08,27.19560242,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.007052226
50536,35163,0.695801139,3.92E-08,27.19462585,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006957246
50487,34872,0.690712571,5.88E-08,27.19673157,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006906366
49243,33153,0.673253179,7.83E-08,27.1985321,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006731791
50123,32963,0.657642305,9.79E-08,27.1999054,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.0065757
49607,32704,0.659261942,1.18E-07,27.20051575,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006591894
50278,31988,0.63622272,1.37E-07,27.20158386,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006361527
49425,30368,0.614426017,1.76E-07,27.20066833,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006143584
49667,30001,0.604043067,1.96E-07,27.2035675,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006039766
49926,29821,0.597304106,2.15E-07,27.20436096,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005972384
49682,28969,0.583088577,2.35E-07,27.20423889,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005830244
49553,28706,0.579299033,2.94E-07,27.2046051,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005792353
49536,28720,0.579780459,3.13E-07,27.20591736,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005797167
49964,29198,0.584380865,3.92E-07,27.2051239,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005843166
50716,30822,0.607737303,4.11E-07,27.20237732,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006076705
49380,30095,0.609457374,4.31E-07,27.19932556,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006093903
49993,31727,0.634628952,4.90E-07,27.19883728,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006345591
50183,34575,0.688978493,5.88E-07,27.19792175,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006889027
50556,35668,0.705514789,6.85E-07,27.19819641,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.007054372
50248,34432,0.685241342,7.83E-07,27.19786072,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.00685166
49651,33699,0.678717613,8.03E-07,27.19419861,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.00678643
50663,32873,0.648856282,8.81E-07,27.19316101,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006487849
49606,30809,0.6210742,9.79E-07,27.19648743,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006210059
49924,29801,0.596927464,1.08E-06,27.19743347,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005968618
50078,30005,0.59916544,1.10E-06,27.19767761,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.005990995
48966,30982,0.632724881,1.18E-06,27.19691467,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006326553
49267,33632,0.682647765,1.49E-06,27.19908142,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006825727
49973,32615,0.652652562,2.00E-06,27.19963074,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006525808
50261,32183,0.640317678,2.72E-06,27.19767761,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006402472
49701,31825,0.640329301,3.68E-06,27.19895935,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006402589
49588,31692,0.639106393,4.99E-06,27.19926453,1394274.005,2.10E-07,49994.5,5000000,0.007155214,0.005741468,88,0.006390361
49685,28787,0.579390287,0,27.20417786,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005600097
48629,28213,0.580168307,1.96E-08,27.20243835,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005607617
47617,27659,0.580864072,3.92E-08,27.20423889,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005614342
48905,27883,0.570146322,5.88E-08,27.20402527,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005510749
48630,28393,0.583857834,7.83E-08,27.20567322,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005643278
48484,28659,0.591102362,9.79E-08,27.20484924,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.0057133
47640,28268,0.59336704,1.18E-07,27.20079041,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005735189
48755,29245,0.599836051,1.37E-07,27.20057678,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005797715
49128,30324,0.617244899,1.76E-07,27.2028656,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005965981
48182,29819,0.618882716,1.96E-07,27.19920349,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.005981811
49112,30933,0.629846215,2.15E-07,27.19911194,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.006087779
49768,31461,0.632153332,2.35E-07,27.19786072,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.006110078
48234,32110,0.665713131,2.94E-07,27.19651794,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.00643445
48427,32934,0.680075288,3.13E-07,27.19599915,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.006573268
49195,34446,0.700193226,3.92E-07,27.19691467,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.006767718
48742,34516,0.708136857,4.11E-07,27.19691467,1064063.391,2.10E-07,48327.5,5000000,0.007014122,0.005557323,267,0.006844497
