normalisation_cts,signal_cts,normalised_cts,t (taus),T (temp),f_B (detuning),mw_pulse_duration,N (normalisation during p0 and p1),R (repetitions),P_cl_0,P_cl_1,phi (phase offset between pulses),P_cl
50105,31883,0.636323869,3.92E-08,27.19776917,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006115836
49474,30832,0.623196125,5.88E-08,27.19847107,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005989663
50633,31058,0.613394558,7.83E-08,27.19926453,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005895458
50628,30346,0.599391758,9.79E-08,27.19792175,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005760874
50343,29806,0.592058599,1.18E-07,27.20152283,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005690394
49805,29938,0.601104438,1.37E-07,27.201828,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005777335
48929,28978,0.592246056,1.76E-07,27.2039032,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005692195
50187,28736,0.572578669,1.96E-07,27.20280457,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005503168
49163,28627,0.58228761,2.15E-07,27.20103455,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005596483
49864,28943,0.580438912,2.35E-07,27.20173645,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005578714
48443,28284,0.583861589,2.94E-07,27.20307922,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005611611
50453,29202,0.578796208,3.13E-07,27.19984436,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005562926
50848,30882,0.607339621,3.92E-07,27.20137024,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005837263
48579,30099,0.619588852,4.11E-07,27.20051575,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005954992
49026,30485,0.621813059,4.31E-07,27.20014954,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.00597637
49640,31757,0.639746308,4.90E-07,27.19810486,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.00614873
50771,34320,0.675976574,5.88E-07,27.19828796,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006496946
49409,34631,0.700904846,6.85E-07,27.19718933,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006736537
50341,35443,0.704058468,7.83E-07,27.19816589,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006766847
49715,34787,0.699728608,8.03E-07,27.20014954,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006725232
50521,34850,0.689812303,8.81E-07,27.20103455,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006629924
50910,33988,0.667609632,9.79E-07,27.20072937,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.00641653
49132,31802,0.647276878,1.08E-06,27.20298767,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006221108
49643,31161,0.627701938,1.10E-06,27.20262146,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006032969
49216,30248,0.614597023,1.18E-06,27.2023468,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.005907015
50080,32436,0.647683859,1.49E-06,27.20298767,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006225019
50284,32383,0.644002199,2.00E-06,27.20457458,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006189634
50893,33730,0.662763178,2.72E-06,27.20448303,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006369949
49560,32418,0.654116333,3.68E-06,27.20384216,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006286843
50345,32258,0.640739024,4.99E-06,27.20454407,1110124.207,2.10E-07,48056,5000000,0.006935454,0.005476637,184,0.006158271
53192,36137,0.679369211,0,27.19856262,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006465217
53080,35648,0.671590209,1.96E-08,27.20173645,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006391188
51421,33605,0.653526902,3.92E-08,27.20137024,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006219289
53284,33817,0.634655952,5.88E-08,27.20158386,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006039703
51165,32200,0.629336596,7.83E-08,27.20045471,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.005989082
52833,33496,0.633997798,9.79E-08,27.20219421,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.00603344
53347,34639,0.649315,1.18E-07,27.20213318,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006179206
51449,34428,0.669167638,1.37E-07,27.20082092,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006368134
53659,38256,0.712946713,1.76E-07,27.20082092,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006784757
53825,38874,0.7222296,1.96E-07,27.19969177,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006873098
52807,38101,0.721514344,2.15E-07,27.20201111,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006866291
52509,36443,0.694033563,2.35E-07,27.20069885,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.00660477
52477,33147,0.631648242,2.94E-07,27.19947815,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.00601108
51937,32459,0.624968827,3.13E-07,27.1985321,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.005947516
52056,36433,0.699881017,3.92E-07,27.19825745,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006660418
52573,37538,0.714016855,4.11E-07,27.19798279,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006794941
53027,37836,0.713523448,4.31E-07,27.19813538,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006790246
52631,35424,0.673063517,4.90E-07,27.19953918,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006405209
52246,34397,0.658366323,5.88E-07,27.19941711,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006265343
51546,36274,0.703721106,6.85E-07,27.19975281,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006696962
52715,33345,0.632552505,7.83E-07,27.20198059,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006019686
53577,34736,0.64833802,8.03E-07,27.20277405,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006169909
53847,37828,0.702509105,8.81E-07,27.20198059,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006685428
52294,34507,0.659865499,9.79E-07,27.20240784,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.00627961
52791,35652,0.6753425,1.08E-06,27.20027161,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006426897
51652,35891,0.694861889,1.10E-06,27.19960022,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006612653
53479,36862,0.689280033,1.18E-06,27.1985321,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006559533
52279,33516,0.641098857,1.49E-06,27.19804382,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006101017
53933,35931,0.666215599,2.00E-06,27.19593811,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006340041
53883,36315,0.673960388,2.72E-06,27.19490051,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006413744
54394,36432,0.669779897,3.68E-06,27.19648743,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.00637396
53077,35369,0.666371644,4.99E-06,27.19721985,4383016.859,2.10E-07,47582.5,5000000,0.006813232,0.005401613,252,0.006341526
50321,35607,0.707597375,0,27.19856262,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.007135907
51931,36190,0.696886361,1.96E-08,27.19972229,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.00702789
51711,35121,0.679178655,3.92E-08,27.19966125,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006849313
52271,34473,0.659505367,5.88E-08,27.20152283,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006650914
51620,32462,0.628864884,7.83E-08,27.20176697,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006341914
51354,31663,0.616563559,9.79E-08,27.20289612,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006217859
50853,30883,0.607299566,1.18E-07,27.20085144,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006124434
51504,31570,0.612962246,1.37E-07,27.20252991,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.00618154
51349,33377,0.650003076,1.76E-07,27.20274353,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006555086
51088,34800,0.681177735,1.96E-07,27.20298767,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006869473
51377,35452,0.690036535,2.15E-07,27.20133972,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006958811
50762,35570,0.700721145,2.35E-07,27.20222473,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.007066563
51205,35078,0.685050428,2.94E-07,27.20475769,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006908528
50897,33945,0.666935325,3.13E-07,27.20445251,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006725843
52505,32141,0.612151325,3.92E-07,27.20341492,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006173362
50763,32107,0.63248837,4.11E-07,27.20191956,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006378455
50881,32285,0.634519875,4.31E-07,27.20262146,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006398943
51897,35805,0.689924419,4.90E-07,27.20048523,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006957681
51809,34364,0.663282573,5.88E-07,27.19895935,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006689006
51937,33316,0.641469598,6.85E-07,27.19847107,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006469028
51519,36368,0.705914438,7.83E-07,27.19880676,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.007118935
51666,36655,0.709460914,8.03E-07,27.19676208,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.0071547
51738,34016,0.65746659,8.81E-07,27.19776917,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006630353
51425,33261,0.64678669,9.79E-07,27.19685364,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.00652265
50565,35512,0.702304125,1.08E-06,27.19642639,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.007082526
50411,35074,0.695760965,1.10E-06,27.19868469,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.007016541
51714,32711,0.632536769,1.18E-06,27.19960022,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006378944
51327,32703,0.637150168,1.49E-06,27.20014954,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006425468
51119,32655,0.63880372,2.00E-06,27.20039368,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006442144
53212,35624,0.669473171,2.72E-06,27.20109558,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006751436
50786,33546,0.660536528,3.68E-06,27.20118713,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.006661313
50139,33131,0.660783172,4.99E-06,27.20146179,3842167.357,2.10E-07,50423.5,5000000,0.00726519,0.005708774,253,0.0066638
55515,34296,0.617779076,0,27.19847107,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006315741
53103,32134,0.605126023,1.96E-08,27.20100403,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006186385
55085,33608,0.610111773,3.92E-08,27.20027161,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006237356
55054,32815,0.596051276,5.88E-08,27.1960907,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006093611
55910,33222,0.594205081,7.83E-08,27.19697571,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006074737
55284,33383,0.603845716,9.79E-08,27.1990509,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006173296
54367,32723,0.601890981,1.18E-07,27.20137024,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006153312
54565,32903,0.603005707,1.37E-07,27.20072937,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006164708
55409,33546,0.605425239,1.76E-07,27.19969177,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006189444
54113,32627,0.602942109,1.96E-07,27.20127869,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006164058
53990,32067,0.593943417,2.15E-07,27.19978333,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006072062
54527,33002,0.605241537,2.35E-07,27.20231628,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006187566
54188,32929,0.607680798,2.94E-07,27.20195007,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006212503
55743,33854,0.607322991,3.13E-07,27.20301819,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006208845
54554,32697,0.599351227,3.92E-07,27.20271301,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006127347
55360,33121,0.598284066,4.11E-07,27.20146179,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006116437
55432,33911,0.611758649,4.31E-07,27.20195007,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006254192
56227,33628,0.598075747,4.90E-07,27.20146179,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006114308
55752,33268,0.596714139,5.88E-07,27.19914246,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006100388
55219,32521,0.588945925,6.85E-07,27.19935608,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006020971
54725,32890,0.601005137,7.83E-07,27.19804382,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006144256
54265,33107,0.61009872,8.03E-07,27.19715881,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006237222
55978,33420,0.597020388,8.81E-07,27.19749451,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006103519
54937,32881,0.598522067,9.79E-07,27.1999054,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006118871
56219,33471,0.595368207,1.08E-06,27.19953918,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006086628
55647,33090,0.594641328,1.10E-06,27.198349,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006079197
52685,31267,0.593470752,1.18E-06,27.20152283,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.00606723
54951,32733,0.595676243,1.49E-06,27.20066833,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006089777
55982,34522,0.616662621,2.00E-06,27.19856262,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006304327
55793,35221,0.631280005,2.72E-06,27.19892883,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006453765
55190,35148,0.636854589,3.68E-06,27.19923401,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006510756
54584,34827,0.638044238,4.99E-06,27.19895935,37606.031,2.10E-07,51116.5,5000000,0.007298038,0.005829344,74,0.006522918
55764,38283,0.686518312,0,27.20140076,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007713926
55504,38422,0.69223851,1.96E-08,27.20368958,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.0077782
56452,40389,0.715457499,3.92E-08,27.20320129,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.008039095
55760,39885,0.715297818,5.88E-08,27.20185852,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.008037301
53647,38258,0.713143468,7.83E-08,27.1999054,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.008013094
55654,38897,0.698907673,9.79E-08,27.20018005,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007853136
55427,36637,0.660995662,1.18E-07,27.20246887,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007427146
54650,35144,0.643074214,1.37E-07,27.20188904,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007225775
55492,34605,0.623603523,1.76E-07,27.19953918,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007006996
55556,35798,0.644358933,1.96E-07,27.20085144,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.00724021
55577,36927,0.664429665,2.15E-07,27.20082092,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007465731
54395,37609,0.691405594,2.35E-07,27.20368958,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007768841
55226,39128,0.708507001,2.94E-07,27.20524597,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007960997
54947,37798,0.687899351,3.13E-07,27.2035675,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007729443
53942,34189,0.63381052,3.92E-07,27.20042419,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007121685
54146,34559,0.638255954,4.11E-07,27.19837952,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007171635
54808,35963,0.656163454,4.31E-07,27.19837952,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007372849
56791,40497,0.713088453,4.90E-07,27.1985321,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.008012476
54365,35164,0.646813333,5.88E-07,27.19914246,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007267789
54679,38239,0.699336231,6.85E-07,27.19871521,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007857952
54264,36234,0.667735636,7.83E-07,27.20100403,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007502878
53936,35296,0.654405355,8.03E-07,27.2011261,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007353095
56457,37776,0.669111133,8.81E-07,27.19963074,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007518333
55801,38829,0.695847869,9.79E-07,27.20091248,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007818755
55811,35906,0.643350005,1.08E-06,27.19960022,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007228874
54584,36478,0.668291211,1.10E-06,27.19898987,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007509121
55302,39281,0.710299909,1.18E-06,27.19898987,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007981143
56336,36644,0.650454521,1.49E-06,27.19935608,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007308702
54751,37236,0.680097282,2.00E-06,27.19941711,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007641777
54715,37335,0.682354152,2.72E-06,27.19709778,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007667136
54619,37222,0.68148458,3.68E-06,27.19935608,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007657365
54533,36333,0.666257262,4.99E-06,27.20014954,4627855.833,2.10E-07,56181.5,5000000,0.007994406,0.006369652,81,0.007486266
56587,32462,0.57366544,0,27.19929504,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006326669
54696,31579,0.577354968,1.96E-08,27.19935608,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006367359
54977,31523,0.573385358,3.92E-08,27.19654846,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.00632358
55976,32278,0.576640069,5.88E-08,27.19688416,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006359475
55412,32325,0.583357513,7.83E-08,27.19773865,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006433558
55174,32584,0.590568125,9.79E-08,27.19593811,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006513081
56474,33624,0.595389128,1.18E-07,27.19480896,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006566249
55375,33148,0.598609567,1.37E-07,27.19657898,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006601766
55621,33771,0.607162893,1.76E-07,27.19969177,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006696096
56015,34478,0.615513802,1.96E-07,27.19935608,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006788194
55951,35061,0.626637697,2.15E-07,27.19865417,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006910874
56615,36148,0.638488173,2.35E-07,27.20228577,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007041567
56115,36405,0.64875716,2.94E-07,27.20304871,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007154818
55818,36889,0.660880148,3.13E-07,27.20152283,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007288517
54558,36897,0.676289558,3.92E-07,27.20301819,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007458459
55675,37957,0.681760311,4.11E-07,27.20362854,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007518794
55382,38248,0.690621614,4.31E-07,27.20381165,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.00761652
56054,38826,0.692653656,4.90E-07,27.20314026,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007638931
56380,39719,0.704487503,5.88E-07,27.2028656,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.00776944
55895,38980,0.697379112,6.85E-07,27.2000885,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007691046
55068,37547,0.68182987,7.83E-07,27.2011261,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007519561
56727,37744,0.665362298,8.03E-07,27.20082092,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007337948
54693,36221,0.662260354,8.81E-07,27.20045471,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007303738
56056,35396,0.631440103,9.79E-07,27.19657898,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006963837
55795,34927,0.625988126,1.08E-06,27.19587708,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.00690371
54542,33580,0.61567241,1.10E-06,27.19526672,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006789943
57235,34066,0.595195353,1.18E-06,27.19673157,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006564112
54686,33933,0.620506287,1.49E-06,27.19682312,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.006843254
55618,37156,0.668057203,2.00E-06,27.19642639,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007367669
55243,35459,0.6418733,2.72E-06,27.1973114,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.0070789
55263,35503,0.64243722,3.68E-06,27.19792175,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007085119
55996,35812,0.639545798,4.99E-06,27.19868469,883883.476,2.10E-07,55142.5,5000000,0.007955998,0.006359349,311,0.007053231
54230,38385,0.707818687,0,27.20320129,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007632055
54727,38657,0.706360817,1.96E-08,27.20033264,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007616336
55134,39323,0.71322608,3.92E-08,27.20277405,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.00769036
54180,38948,0.718863189,5.88E-08,27.1985321,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007751142
54898,39282,0.715545297,7.83E-08,27.20021057,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007715367
55429,38236,0.689819515,9.79E-08,27.20228577,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007437979
55234,37103,0.671742141,1.18E-07,27.20219421,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.00724306
55061,35404,0.642996073,1.37E-07,27.20146179,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006933105
55140,34320,0.622415781,1.76E-07,27.2016449,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006711198
54572,34795,0.637598157,1.96E-07,27.20191956,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006874902
55221,35963,0.651255965,2.15E-07,27.20283508,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007022167
55180,36999,0.670514822,2.35E-07,27.20518494,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007229826
54100,39004,0.720961332,2.94E-07,27.20335388,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007773766
54510,38867,0.713025272,3.13E-07,27.20301819,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007688195
55171,34799,0.630748153,3.92E-07,27.20176697,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006801042
54974,34520,0.627933323,4.11E-07,27.19804382,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006770691
55151,34306,0.622037768,4.31E-07,27.19963074,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.006707122
55189,38000,0.688543141,4.90E-07,27.19932556,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007424216
54891,37654,0.685977817,5.88E-07,27.19908142,4261606.484,2.10E-07,53912.5,5000000,0.007770537,0.006079117,124,0.007396556
